序号,领域,类别,问题,扩展问题,SegmentedInput,SegmentedTarget
219,个人贷款,个人住房类贷款,住房贷款的主贷人去世，继承者如何至我行办理过户手续。若不办理过户，这套房子如何处理,有贷款的房子要继承怎么办,住房贷款 的 主贷 人 去世 ， 继承者 如何 至 我行 办理 过户 手续 。 若 不 办理 过户 ， 这套 房子 如何 处理,有 贷款 的 房子 要 继承 怎么办
220,个人贷款,个人住房类贷款,住房贷款的主贷人去世，继承者如何至我行办理过户手续。若不办理过户，这套房子如何处理,住房贷款的贷款人死亡后该笔贷款怎么处理,住房贷款 的 主贷 人 去世 ， 继承者 如何 至 我行 办理 过户 手续 。 若 不 办理 过户 ， 这套 房子 如何 处理,住房贷款 的 贷款人 死亡 后 该笔 贷款 怎么 处理
221,个人贷款,个人住房类贷款,住房贷款的主贷人去世，继承者如何至我行办理过户手续。若不办理过户，这套房子如何处理,住房贷款的贷款人去世了，继承人要怎么办理过户,住房贷款 的 主贷 人 去世 ， 继承者 如何 至 我行 办理 过户 手续 。 若 不 办理 过户 ， 这套 房子 如何 处理,住房贷款 的 贷款人 去世 了 ， 继承人 要 怎么 办理 过户
222,个人贷款,个人住房类贷款,住房贷款的主贷人去世，继承者如何至我行办理过户手续。若不办理过户，这套房子如何处理,住房贷款的贷款人去世，不办理过户的房子要怎么处理,住房贷款 的 主贷 人 去世 ， 继承者 如何 至 我行 办理 过户 手续 。 若 不 办理 过户 ， 这套 房子 如何 处理,住房贷款 的 贷款人 去世 ， 不 办理 过户 的 房子 要 怎么 处理
223,个人贷款,个人住房类贷款,住房贷款的主贷人去世，继承者如何至我行办理过户手续。若不办理过户，这套房子如何处理,住房贷款的贷款人过世了，继承人可以继续还贷吗,住房贷款 的 主贷 人 去世 ， 继承者 如何 至 我行 办理 过户 手续 。 若 不 办理 过户 ， 这套 房子 如何 处理,住房贷款 的 贷款人 过世 了 ， 继承人 可以 继续 还贷 吗
224,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,二套住房是怎么区分的,请问 一手 住房 的 二套 住房 认定 标准 是 什么,二套 住房 是 怎么 区分 的
225,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,哪种算是一手住房的二套住房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,哪 种 算是 一手 住房 的 二套 住房
226,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,什么是二套住房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,什么 是 二套 住房
227,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,我把我名下的房子过户给父母再买别的房子算不算二套房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,我 把 我 名下 的 房子 过户 给 父母 再 买 别的 房子 算不算 二 套房
228,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,我首套房卖了再买房算不算是一手住房的二套房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,我首 套房 卖 了 再 买房 算不算 是 一手 住房 的 二 套房
229,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,我想知道二套住房怎么认定的,请问 一手 住房 的 二套 住房 认定 标准 是 什么,我 想 知道 二套 住房 怎么 认定 的
230,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,我已经有了一套房子了，再买房子的话是不是算一手住房的二套住房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,我 已经 有 了 一套 房子 了 ， 再 买房子 的话 是不是 算 一手 住房 的 二套 住房
231,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,我有一个房子，再以孩子的名义买套房子算不算二套房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,我 有 一个 房子 ， 再 以 孩子 的 名义 买套 房子 算不算 二 套房
232,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,我这种情况算不算一手住房的二套住房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,我 这种 情况 算不算 一手 住房 的 二套 住房
233,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,一手住房的二套住房的认定标准是什么,请问 一手 住房 的 二套 住房 认定 标准 是 什么,一手 住房 的 二套 住房 的 认定 标准 是 什么
234,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,一手住房的二套住房是什么意思,请问 一手 住房 的 二套 住房 认定 标准 是 什么,一手 住房 的 二套 住房 是 什么 意思
235,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,怎么才算是二套住房,请问 一手 住房 的 二套 住房 认定 标准 是 什么,怎么 才 算是 二套 住房
236,个人贷款,个人住房类贷款,请问一手住房的二套住房认定标准是什么,是否二套住房与之前办理的贷款有关系吗,请问 一手 住房 的 二套 住房 认定 标准 是 什么,是否 二套 住房 与 之前 办理 的 贷款 有 关系 吗
237,个人贷款,个人住房类贷款,什么是个人二手住房贷款,个人二手住房贷款是什么意思,什么 是 个人 二手 住房贷款,个人 二手 住房贷款 是 什么 意思
238,个人贷款,个人住房类贷款,什么是个人二手住房贷款,个人二手住房贷款是怎么样的一种贷款,什么 是 个人 二手 住房贷款,个人 二手 住房贷款 是 怎么样 的 一种 贷款
239,个人贷款,个人住房类贷款,什么是个人二手住房贷款,个人二手住房贷款适用哪些情况,什么 是 个人 二手 住房贷款,个人 二手 住房贷款 适用 哪些 情况
240,个人贷款,个人住房类贷款,什么是个人二手住房贷款,你们银行对客户发放的买个人二手住房的贷款是哪种,什么 是 个人 二手 住房贷款,你们 银行 对 客户 发放 的 买 个人 二手 住房 的 贷款 是 哪种
241,个人贷款,个人住房类贷款,什么是个人二手住房贷款,你们银行有给客户办的买二手房的贷款吗,什么 是 个人 二手 住房贷款,你们 银行 有 给 客户 办 的 买 二手房 的 贷款 吗
242,个人贷款,个人住房类贷款,什么是个人二手住房贷款,你们银行有没有给客户贷款买个人二手住房的业务,什么 是 个人 二手 住房贷款,你们 银行 有没有 给 客户 贷款 买 个人 二手 住房 的 业务
243,个人贷款,个人住房类贷款,什么是个人二手住房贷款,我能在你们银行贷款买二手房吗,什么 是 个人 二手 住房贷款,我能 在 你们 银行贷款 买 二手房 吗
244,个人贷款,个人住房类贷款,什么是个人二手住房贷款,我想买二手房，你们银行有能给我办的贷款么,什么 是 个人 二手 住房贷款,我 想 买 二手房 ， 你们 银行 有能 给 我 办 的 贷款 么
245,个人贷款,个人住房类贷款,什么是个人二手住房贷款,我要买二手住房，你们银行会给我办哪种贷款,什么 是 个人 二手 住房贷款,我要 买 二手 住房 ， 你们 银行 会 给 我 办 哪种 贷款
246,个人贷款,个人住房类贷款,什么是个人二手住房贷款,什么叫二手住房,什么 是 个人 二手 住房贷款,什么 叫 二手 住房
247,个人贷款,个人住房类贷款,什么是个人二手住房贷款,二手住房是在从个人手里购买房屋的交易吗,什么 是 个人 二手 住房贷款,二手 住房 是 在 从 个人 手里 购买 房屋 的 交易 吗
248,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,个人二手住房贷款对象涵盖哪类客户,个人 二手 住房贷款 对象 有 哪些,个人 二手 住房贷款 对象 涵盖 哪类 客户
249,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,个人二手住房贷款对象是哪些客户,个人 二手 住房贷款 对象 有 哪些,个人 二手 住房贷款 对象 是 哪些 客户
250,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,个人二手住房贷款可以对哪些客户办理,个人 二手 住房贷款 对象 有 哪些,个人 二手 住房贷款 可以 对 哪些 客户 办理
251,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,个人二手住房贷款面向哪些客户发放,个人 二手 住房贷款 对象 有 哪些,个人 二手 住房贷款 面向 哪些 客户 发放
252,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,哪类客户能在你们行办理个人二手住房贷款,个人 二手 住房贷款 对象 有 哪些,哪类 客户 能 在 你们 行 办理 个人 二手 住房贷款
253,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,哪些人能办个人二手住房贷款,个人 二手 住房贷款 对象 有 哪些,哪些 人能 办 个人 二手 住房贷款
254,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,你们行个人二手住房贷款对象有哪些要求,个人 二手 住房贷款 对象 有 哪些,你们 行 个人 二手 住房贷款 对象 有 哪些 要求
255,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,你们银行都对哪些人办个人二手住房贷款,个人 二手 住房贷款 对象 有 哪些,你们 银行 都 对 哪些 人办 个人 二手 住房贷款
256,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,我的情况是否符合你们行个人二手住房贷款办理对象,个人 二手 住房贷款 对象 有 哪些,我 的 情况 是否 符合 你们 行 个人 二手 住房贷款 办理 对象
257,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,二手住房贷款对申请的对象有何要求,个人 二手 住房贷款 对象 有 哪些,二手 住房贷款 对 申请 的 对象 有何 要求
258,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,二手住房对哪些人开放,个人 二手 住房贷款 对象 有 哪些,二手 住房 对 哪些 人 开放
259,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,外国居民可以申请二手住房贷款吗,个人 二手 住房贷款 对象 有 哪些,外国 居民 可以 申请 二手 住房贷款 吗
260,个人贷款,个人住房类贷款,个人二手住房贷款对象有哪些,只有中国公民才能申请二手住房贷款吗,个人 二手 住房贷款 对象 有 哪些,只有 中国 公民 才能 申请 二手 住房贷款 吗
261,个人贷款,个人住房类贷款,个人二手住房贷款抵押担保规定是什么,个人二手住房贷款必须要用买的房子作抵押吗,个人 二手 住房贷款 抵押 担保 规定 是 什么,个人 二手 住房贷款 必须 要用 买 的 房子 作 抵押 吗
262,个人贷款,个人住房类贷款,个人二手住房贷款抵押担保规定是什么,个人二手住房贷款的抵押担保规定是什么,个人 二手 住房贷款 抵押 担保 规定 是 什么,个人 二手 住房贷款 的 抵押 担保 规定 是 什么
263,个人贷款,个人住房类贷款,个人二手住房贷款抵押担保规定是什么,个人二手住房贷款的抵押物能用什么,个人 二手 住房贷款 抵押 担保 规定 是 什么,个人 二手 住房贷款 的 抵押物 能 用 什么
264,个人贷款,个人住房类贷款,个人二手住房贷款抵押担保规定是什么,个人二手住房贷款对于抵押物有什么要求,个人 二手 住房贷款 抵押 担保 规定 是 什么,个人 二手 住房贷款 对于 抵押物 有 什么 要求
265,个人贷款,个人住房类贷款,个人二手住房贷款抵押担保规定是什么,个人二手住房贷款可以拿房子作抵押吗,个人 二手 住房贷款 抵押 担保 规定 是 什么,个人 二手 住房贷款 可以 拿 房子 作 抵押 吗
